중산도면,단가,수량,영업납기,선급
52077,6498,4,2021-02-20,0
52092,6498,2,2021-02-20,0
52092,6498,5,2021-08-19,1
52092,6498,10,2021-08-04,0
52093,6498,1,2021-03-01,0
52093,6498,2,2021-02-07,0
52093,6498,4,2021-06-19,0
52099,179208,22,2021-02-25,0
52099,179208,67,2021-08-03,0
52099,179208,134,2021-10-07,0
52100,6498,3,2021-11-06,0
52100,6498,6,2021-03-21,0
52100,6498,12,2021-02-06,0
52101,179208,6,2021-05-20,0
52101,179208,13,2021-10-08,1
52101,179208,26,2021-06-09,0
52126,8065,4,2021-10-22,0
52126,8065,8,2021-03-07,0
52126,8065,16,2021-10-01,0
52127,6498,1,2021-12-12,1
52127,6498,2,2021-08-25,0
52127,6498,4,2021-12-13,1
52132,27256,2,2021-09-20,0
52132,27256,6,2021-01-31,0
52132,27256,12,2021-01-25,0
52134,6498,2,2021-04-23,0
52134,6498,4,2021-07-08,0
52134,6498,8,2021-04-18,0
52138,6498,1,2021-07-17,0
52138,6498,1,2021-08-14,0
52138,6498,2,2021-12-01,0
52143,8416,4,2021-06-23,0
52143,8416,14,2021-12-21,0
52143,8416,28,2021-08-27,0
52157,106952,10,2021-11-07,0
52157,106952,38,2021-02-28,0
52157,106952,76,2021-02-16,0
52163,12834,4,2021-09-22,0
52163,12834,38,2021-11-19,0
52163,12834,76,2021-03-31,0
52187,6498,2,2021-09-10,0
52187,6498,4,2021-11-18,0
52187,6498,8,2021-01-02,0
52189,145749,25,2021-04-21,0
52189,145749,204,2021-08-19,0
52189,145749,408,2021-10-19,0
52191,6516,3,2021-03-11,0
52191,6516,17,2021-01-18,1
52191,6516,34,2021-05-12,0
52195,40551,8,2021-02-06,0
52195,40551,115,2021-03-17,0
52195,40551,230,2021-11-19,0
52211,6498,2,2021-05-21,0
52211,6498,5,2021-07-23,0
52211,6498,10,2021-08-19,0
52212,23903,5,2021-10-11,0
52212,23903,75,2021-09-04,0
52212,23903,150,2021-04-14,1
52213,33447,7,2021-11-19,0
52213,33447,83,2021-11-20,0
52213,33447,166,2021-08-01,0
52214,23912,5,2021-05-08,1
52214,23912,58,2021-07-10,1
52214,23912,116,2021-08-13,0
52215,31016,7,2021-07-16,0
52215,31016,95,2021-02-03,1
52215,31016,190,2021-09-18,0
52227,179208,10,2021-12-03,0
52227,179208,32,2021-05-20,0
52227,179208,64,2021-07-05,1
52229,106952,26,2021-01-01,0
52229,106952,106,2021-04-30,1
52229,106952,212,2021-11-26,0
52238,6498,1,2021-10-21,0
52238,6498,2,2021-10-03,0
52238,6498,4,2021-05-12,0
52240,16724,4,2021-09-12,0
52240,16724,38,2021-09-30,0
52240,16724,76,2021-04-10,0
52294,179208,20,2021-01-17,0
52294,179208,40,2021-05-07,0
52294,179208,80,2021-01-20,0
52295,106952,23,2021-10-07,0
52295,106952,93,2021-12-20,0
52295,106952,186,2021-03-27,0
52296,104092,18,2021-12-31,1
52296,104092,90,2021-06-26,0
52296,104092,180,2021-01-22,0
52305,95463,11,2021-12-15,0
52305,95463,109,2021-05-29,0
52305,95463,218,2021-02-03,0
52331,8493,4,2021-01-26,0
52331,8493,9,2021-11-12,0
52331,8493,18,2021-09-02,0
52333,6498,1,2021-04-14,0
52333,6498,1,2021-04-16,0
52333,6498,3,2021-04-15,0
52334,6332,3,2021-07-09,0
52334,6332,10,2021-04-02,0
52334,6332,20,2021-11-21,1
52335,106952,21,2021-02-27,1
52335,106952,83,2021-02-08,1
52335,106952,166,2021-11-25,0
52336,179208,11,2021-02-28,0
52336,179208,22,2021-12-25,0
52336,179208,44,2021-04-26,0
52341,6498,1,2021-10-29,0
52341,6498,2,2021-12-31,0
52341,6498,4,2021-09-25,0
52345,6498,1,2021-08-04,0
52345,6498,1,2021-04-22,0
52345,6498,1,2021-01-08,0
52352,6498,1,2021-06-11,0
52352,6498,2,2021-06-04,0
52352,6498,4,2021-01-07,0
52367,6498,1,2021-12-30,0
52367,6498,1,2021-01-05,0
52367,6498,2,2021-11-14,0
52374,102669,8,2021-03-07,0
52374,102669,25,2021-08-23,0
52374,102669,50,2021-02-09,0
52385,179208,5,2021-04-04,0
52385,179208,11,2021-12-21,0
52385,179208,22,2021-12-12,0
52386,52115,6,2021-08-07,0
52386,52115,13,2021-07-05,0
52386,52115,26,2021-04-03,0
52389,35875,6,2021-11-19,0
52389,35875,52,2021-05-17,0
52389,35875,104,2021-04-11,0
52392,46140,8,2021-07-11,0
52392,46140,58,2021-12-29,0
52392,46140,116,2021-09-16,1
52402,145749,16,2021-02-26,0
52402,145749,127,2021-04-16,1
52402,145749,254,2021-09-13,1
52403,52115,2,2021-04-21,0
52403,52115,5,2021-10-18,0
52403,52115,10,2021-01-04,0
52404,15015,6,2021-01-15,1
52404,15015,23,2021-01-06,0
52404,15015,46,2021-05-29,1
52406,102669,8,2021-02-21,0
52406,102669,24,2021-03-28,0
52406,102669,48,2021-02-16,0
52407,12881,4,2021-03-08,0
52407,12881,9,2021-06-19,0
52407,12881,18,2021-09-11,0
52419,109155,19,2021-04-08,0
52419,109155,136,2021-07-02,0
52419,109155,272,2021-09-02,1
52420,104092,19,2021-01-02,0
52420,104092,115,2021-07-07,0
52420,104092,230,2021-11-08,0
52422,6498,3,2021-09-02,0
52422,6498,6,2021-04-20,0
52422,6498,12,2021-05-22,0
52423,6498,1,2021-04-01,1
52423,6498,2,2021-06-25,0
52423,6498,4,2021-01-26,0
52446,8844,4,2021-09-10,0
52446,8844,16,2021-03-03,0
52446,8844,32,2021-07-03,0
52453,21268,5,2021-04-08,0
52453,21268,56,2021-05-27,0
52453,21268,112,2021-07-22,0
52458,179208,17,2021-07-01,1
52458,179208,50,2021-09-18,1
52458,179208,100,2021-08-13,0
52459,179208,22,2021-12-11,0
52459,179208,44,2021-12-04,0
52459,179208,88,2021-09-24,0
52464,6498,1,2021-09-14,0
52464,6498,1,2021-04-18,0
52464,6498,1,2021-11-10,0
52466,106952,25,2021-09-26,0
52466,106952,102,2021-08-23,0
52466,106952,204,2021-02-06,0
52475,28824,4,2021-02-20,0
52475,28824,12,2021-10-22,0
52475,28824,24,2021-03-18,0
52480,27256,3,2021-07-08,0
52480,27256,10,2021-04-14,1
52480,27256,20,2021-12-19,0
52486,71815,7,2021-01-11,0
52486,71815,57,2021-11-12,0
52486,71815,114,2021-09-23,0
52487,52115,2,2021-07-21,1
52487,52115,5,2021-10-04,1
52487,52115,10,2021-12-01,0
52488,13232,4,2021-03-28,0
52488,13232,17,2021-08-12,1
52488,13232,34,2021-06-19,1
52496,6516,2,2021-11-06,0
52496,6516,11,2021-04-08,0
52496,6516,22,2021-12-21,1
52497,6498,1,2021-08-05,0
52497,6498,1,2021-09-09,1
52497,6498,3,2021-05-17,1
52498,8416,2,2021-02-04,0
52498,8416,15,2021-11-16,0
52498,8416,30,2021-10-06,0
52499,8065,1,2021-10-01,0
52499,8065,3,2021-04-23,0
52499,8065,7,2021-01-13,0
52500,12240,4,2021-07-15,1
52500,12240,32,2021-12-08,0
52500,12240,64,2021-09-02,0
52501,47491,7,2021-11-21,1
52501,47491,43,2021-10-01,0
52501,47491,86,2021-11-23,0
52502,6516,2,2021-05-13,0
52502,6516,11,2021-06-16,0
52502,6516,22,2021-06-10,0
52503,145749,13,2021-08-29,0
52503,145749,101,2021-03-22,0
52503,145749,202,2021-04-23,0
52508,8416,3,2021-05-06,0
52508,8416,18,2021-03-15,0
52508,8416,36,2021-09-21,0
52510,179208,5,2021-08-26,0
52510,179208,11,2021-10-10,0
52510,179208,22,2021-06-24,0
52536,179208,16,2021-06-09,0
52536,179208,32,2021-05-29,0
52536,179208,64,2021-12-11,1
52543,52115,3,2021-03-29,0
52543,52115,6,2021-06-26,0
52543,52115,12,2021-04-30,0
52544,6332,2,2021-01-04,1
52544,6332,9,2021-10-03,1
52544,6332,18,2021-05-07,0
52550,41048,8,2021-09-28,0
52550,41048,86,2021-07-02,0
52550,41048,172,2021-05-01,0
52552,33644,5,2021-10-20,1
52552,33644,41,2021-11-11,0
52552,33644,82,2021-12-11,1
52553,98424,14,2021-08-12,0
52553,98424,156,2021-11-10,1
52553,98424,312,2021-04-25,0
52555,47491,7,2021-05-07,0
52555,47491,45,2021-09-19,0
52555,47491,90,2021-06-24,0
52556,179208,25,2021-12-25,0
52556,179208,50,2021-04-25,0
52556,179208,100,2021-02-12,1
52598,179208,7,2021-01-02,0
52598,179208,14,2021-05-08,0
52598,179208,28,2021-03-07,1
52606,15015,5,2021-09-04,0
52606,15015,21,2021-05-04,1
52606,15015,42,2021-03-05,0
52620,103554,4,2021-12-27,0
52620,103554,9,2021-03-19,0
52620,103554,19,2021-11-21,0
52639,99504,6,2021-10-09,0
52639,99504,20,2021-12-31,0
52639,99504,40,2021-02-22,0
52640,105576,22,2021-12-09,0
52640,105576,197,2021-02-16,1
52640,105576,394,2021-12-01,0
52645,6498,1,2021-05-29,1
52645,6498,1,2021-04-15,0
52645,6498,3,2021-08-07,0
52646,179208,23,2021-05-08,0
52646,179208,46,2021-05-23,0
52646,179208,92,2021-02-14,0
52648,179208,45,2021-04-20,0
52648,179208,91,2021-12-20,0
52648,179208,182,2021-09-16,0
52652,6498,1,2021-07-22,1
52652,6498,1,2021-09-27,0
52652,6498,1,2021-07-17,1
52656,12881,4,2021-11-04,1
52656,12881,9,2021-05-21,1
52656,12881,18,2021-01-02,0
52657,40551,8,2021-05-04,0
52657,40551,140,2021-12-18,0
52657,40551,280,2021-09-11,0
52670,41048,7,2021-04-17,0
52670,41048,80,2021-05-25,1
52670,41048,160,2021-04-21,1
52671,37912,7,2021-04-19,0
52671,37912,42,2021-05-03,0
52671,37912,84,2021-01-23,0
52672,109155,16,2021-09-02,0
52672,109155,111,2021-07-02,0
52672,109155,222,2021-10-08,0
52676,6516,2,2021-11-29,0
52676,6516,10,2021-11-04,0
52676,6516,20,2021-03-14,0
52687,18691,2,2021-05-31,0
52687,18691,5,2021-12-15,0
52687,18691,10,2021-10-17,0
52702,17118,5,2021-02-22,0
52702,17118,38,2021-05-25,1
52702,17118,76,2021-06-17,0
52719,179208,15,2021-04-23,0
52719,179208,31,2021-08-18,0
52719,179208,63,2021-06-09,1
52720,179208,37,2021-11-17,0
52720,179208,111,2021-03-31,1
52720,179208,222,2021-08-09,0
52723,14191,4,2021-04-19,1
52723,14191,50,2021-05-24,0
52723,14191,100,2021-03-09,0
52734,8416,2,2021-12-10,1
52734,8416,16,2021-03-04,0
52734,8416,32,2021-07-29,0
52735,6498,1,2021-12-12,0
52735,6498,1,2021-11-20,1
52735,6498,2,2021-03-13,0
52743,104092,13,2021-05-07,0
52743,104092,66,2021-02-07,0
52743,104092,132,2021-07-23,0
52746,77242,7,2021-12-23,0
52746,77242,14,2021-10-30,1
52746,77242,28,2021-03-30,0
52747,52115,6,2021-04-28,0
52747,52115,11,2021-09-06,0
52747,52115,22,2021-11-06,0
52769,6498,1,2021-09-15,0
52769,6498,2,2021-02-21,0
52769,6498,4,2021-12-02,0
52788,6332,2,2021-04-14,0
52788,6332,10,2021-08-26,0
52788,6332,20,2021-07-17,0
52791,18691,2,2021-09-06,0
52791,18691,5,2021-03-23,0
52791,18691,10,2021-06-29,0
52796,179208,41,2021-12-05,0
52796,179208,82,2021-09-17,0
52796,179208,164,2021-06-07,0
52797,179208,41,2021-11-04,0
52797,179208,81,2021-01-07,0
52797,179208,162,2021-11-10,0
52843,40551,8,2021-11-24,0
52843,40551,121,2021-05-11,0
52843,40551,242,2021-01-30,1
52847,6498,2,2021-08-23,0
52847,6498,4,2021-07-08,1
52847,6498,8,2021-10-18,0
52850,6498,1,2021-11-21,0
52850,6498,2,2021-02-17,0
52850,6498,5,2021-03-17,1
52851,179208,8,2021-01-26,1
52851,179208,16,2021-06-15,0
52851,179208,32,2021-07-07,0
52852,6498,1,2021-10-12,0
52852,6498,2,2021-09-27,0
52852,6498,5,2021-09-23,0
52853,106952,11,2021-03-04,0
52853,106952,45,2021-08-07,1
52853,106952,90,2021-05-28,0
52854,179208,13,2021-10-13,0
52854,179208,40,2021-09-10,0
52854,179208,80,2021-01-18,0
52859,33960,5,2021-11-05,0
52859,33960,44,2021-04-22,0
52859,33960,88,2021-03-12,0
52860,40311,9,2021-10-24,0
52860,40311,44,2021-11-22,0
52860,40311,88,2021-03-02,0
52865,52115,5,2021-12-10,0
52865,52115,11,2021-09-16,0
52865,52115,22,2021-03-05,0
52869,8493,2,2021-09-15,0
52869,8493,4,2021-10-15,0
52869,8493,8,2021-08-07,1
52882,179208,5,2021-03-09,1
52882,179208,10,2021-07-18,1
52882,179208,20,2021-09-27,0
52883,179208,12,2021-04-10,0
52883,179208,25,2021-04-24,0
52883,179208,50,2021-12-13,0
52892,104092,20,2021-04-25,0
52892,104092,101,2021-04-29,0
52892,104092,202,2021-06-03,0
52894,6498,2,2021-02-02,0
52894,6498,3,2021-08-06,0
52894,6498,6,2021-05-16,0
52895,7149,1,2021-10-08,0
52895,7149,3,2021-08-10,0
52895,7149,7,2021-03-06,0
52896,6498,3,2021-04-01,0
52896,6498,6,2021-07-13,0
52896,6498,12,2021-11-07,1
52897,7149,1,2021-03-30,0
52897,7149,3,2021-02-26,0
52897,7149,7,2021-04-10,0
52898,6498,1,2021-05-29,0
52898,6498,1,2021-07-16,1
52898,6498,1,2021-11-09,0
52899,9518,2,2021-10-30,0
52899,9518,22,2021-07-18,1
52899,9518,44,2021-03-15,0
52903,104092,34,2021-05-18,1
52903,104092,170,2021-08-05,0
52903,104092,340,2021-11-27,0
52908,145749,34,2021-02-07,0
52908,145749,271,2021-03-07,0
52908,145749,542,2021-04-07,1
52909,145749,31,2021-01-16,0
52909,145749,249,2021-11-13,0
52909,145749,498,2021-01-25,0
52912,179208,11,2021-03-04,1
52912,179208,22,2021-12-26,1
52912,179208,44,2021-10-18,1
52915,38087,8,2021-03-28,0
52915,38087,82,2021-07-06,0
52915,38087,164,2021-03-22,1
52916,99504,7,2021-05-17,0
52916,99504,21,2021-03-06,0
52916,99504,42,2021-05-27,1
52917,81204,8,2021-04-23,0
52917,81204,16,2021-02-03,0
52917,81204,32,2021-06-03,1
52919,6498,2,2021-10-26,0
52919,6498,4,2021-01-26,0
52919,6498,8,2021-07-28,0
52923,6498,1,2021-08-20,0
52923,6498,2,2021-07-20,0
52923,6498,4,2021-06-01,0
52924,6498,1,2021-12-11,0
52924,6498,3,2021-07-02,0
52924,6498,6,2021-04-21,0
52926,6498,1,2021-08-24,0
52926,6498,2,2021-11-09,0
52926,6498,5,2021-01-26,0
52927,6498,1,2021-12-08,0
52927,6498,2,2021-12-31,0
52927,6498,4,2021-01-26,0
52930,179208,77,2021-03-29,0
52930,179208,154,2021-09-04,0
52930,179208,308,2021-03-07,0
52931,106952,60,2021-03-02,1
52931,106952,243,2021-05-23,0
52931,106952,486,2021-08-06,0
52937,179208,7,2021-10-05,0
52937,179208,14,2021-08-16,0
52937,179208,29,2021-09-02,1
52940,6498,1,2021-01-11,0
52940,6498,1,2021-06-13,0
52940,6498,1,2021-07-13,0
52944,104092,10,2021-01-29,0
52944,104092,49,2021-03-15,0
52944,104092,98,2021-06-29,0
52945,106952,12,2021-10-20,0
52945,106952,48,2021-02-28,1
52945,106952,96,2021-12-03,0
52947,27271,4,2021-06-27,0
52947,27271,54,2021-09-20,0
52947,27271,108,2021-10-05,0
52952,6332,2,2021-02-13,0
52952,6332,11,2021-12-16,1
52952,6332,22,2021-09-17,0
52955,77242,3,2021-12-07,0
52955,77242,7,2021-11-28,0
52955,77242,14,2021-02-02,0
52957,86821,3,2021-08-27,0
52957,86821,7,2021-11-12,0
52957,86821,15,2021-02-13,0
52959,52115,3,2021-11-17,0
52959,52115,6,2021-09-18,1
52959,52115,13,2021-08-12,0
52964,103554,9,2021-06-16,0
52964,103554,18,2021-05-07,0
52964,103554,36,2021-05-03,1
52971,52115,5,2021-04-13,1
52971,52115,10,2021-09-07,0
52971,52115,20,2021-10-06,0
52976,6498,3,2021-07-06,0
52976,6498,6,2021-04-07,0
52976,6498,12,2021-04-23,0
52980,179208,31,2021-06-06,0
52980,179208,62,2021-01-07,1
52980,179208,124,2021-09-24,0
52981,8416,2,2021-09-22,0
52981,8416,10,2021-05-11,0
52981,8416,20,2021-10-27,0
52982,179208,10,2021-03-21,0
52982,179208,30,2021-03-27,1
52982,179208,60,2021-07-08,0
52983,102669,8,2021-03-12,0
52983,102669,24,2021-07-11,0
52983,102669,48,2021-04-18,0
52984,40311,9,2021-12-29,0
52984,40311,47,2021-02-05,1
52984,40311,94,2021-06-29,0
52986,6498,3,2021-11-13,1
52986,6498,6,2021-09-16,0
52986,6498,12,2021-09-02,0
52989,179208,9,2021-02-19,1
52989,179208,18,2021-01-14,0
52989,179208,36,2021-02-16,0
52990,22344,4,2021-09-04,0
52990,22344,24,2021-11-10,1
52990,22344,48,2021-11-01,1
52996,20000,112,2021-11-19,0
52996,20000,225,2021-03-15,0
52996,20000,450,2021-10-30,0
53005,14901,5,2021-02-11,1
53005,14901,33,2021-10-22,1
53005,14901,66,2021-08-06,0
53010,81204,8,2021-07-30,0
53010,81204,15,2021-11-24,0
53010,81204,30,2021-05-13,0
53011,17409,5,2021-06-22,1
53011,17409,19,2021-07-04,0
53011,17409,38,2021-01-29,1
53012,52115,3,2021-02-15,0
53012,52115,6,2021-12-01,0
53012,52115,12,2021-06-18,0
53013,104092,11,2021-12-23,0
53013,104092,67,2021-10-06,0
53013,104092,134,2021-06-30,0
53021,6498,3,2021-04-22,0
53021,6498,5,2021-10-23,0
53021,6498,10,2021-03-22,0
53024,34772,5,2021-09-09,1
53024,34772,15,2021-01-31,0
53024,34772,30,2021-02-04,0
53026,109083,7,2021-12-15,0
53026,109083,23,2021-01-10,1
53026,109083,46,2021-12-24,0
53027,179208,10,2021-02-05,1
53027,179208,20,2021-12-30,0
53027,179208,40,2021-02-21,0
53030,179208,65,2021-07-14,0
53030,179208,131,2021-12-31,0
53030,179208,262,2021-10-19,1
53031,179208,23,2021-03-06,0
53031,179208,46,2021-10-03,0
53031,179208,92,2021-01-17,0
53042,10807,3,2021-11-26,1
53042,10807,30,2021-09-14,1
53042,10807,60,2021-03-16,1
53056,106952,10,2021-12-04,0
53056,106952,40,2021-11-20,1
53056,106952,80,2021-06-21,0
53058,40772,7,2021-09-07,0
53058,40772,27,2021-04-22,0
53058,40772,54,2021-07-23,0
53059,15218,6,2021-07-14,1
53059,15218,31,2021-04-19,0
53059,15218,62,2021-05-13,1
53060,20470,3,2021-06-06,1
53060,20470,24,2021-07-28,0
53060,20470,48,2021-05-20,0
53063,6498,1,2021-02-18,1
53063,6498,2,2021-01-26,0
53063,6498,4,2021-01-28,0
53069,6498,1,2021-09-15,1
53069,6498,2,2021-10-16,0
53069,6498,5,2021-08-31,1
53081,7149,3,2021-04-27,0
53081,7149,7,2021-12-11,0
53081,7149,14,2021-01-27,0
53082,29252,4,2021-04-08,0
53082,29252,12,2021-05-10,0
53082,29252,24,2021-02-22,0
53090,6498,1,2021-06-18,0
53090,6498,2,2021-11-15,0
53090,6498,4,2021-02-16,0
53093,179208,8,2021-06-15,0
53093,179208,16,2021-11-15,0
53093,179208,32,2021-01-21,0
53094,81204,4,2021-03-27,0
53094,81204,8,2021-01-24,0
53094,81204,17,2021-11-25,0
53096,179208,27,2021-06-16,1
53096,179208,55,2021-06-01,1
53096,179208,110,2021-06-19,1
53097,179208,7,2021-10-15,1
53097,179208,15,2021-04-29,1
53097,179208,30,2021-12-10,0
53104,104092,35,2021-02-01,0
53104,104092,211,2021-11-23,0
53104,104092,422,2021-08-15,0
53105,14698,5,2021-08-15,0
53105,14698,22,2021-01-02,0
53105,14698,44,2021-07-16,0
53106,6498,1,2021-10-22,0
53106,6498,1,2021-04-04,0
53106,6498,3,2021-02-14,0
53108,179208,18,2021-05-18,0
53108,179208,55,2021-02-09,0
53108,179208,110,2021-04-04,0
53109,104092,25,2021-09-14,0
53109,104092,151,2021-08-06,0
53109,104092,302,2021-11-07,0
53110,15218,6,2021-03-03,1
53110,15218,39,2021-12-29,0
53110,15218,78,2021-09-23,0
53111,179208,11,2021-05-02,0
53111,179208,35,2021-01-13,0
53111,179208,70,2021-11-08,0
53112,179208,6,2021-02-28,1
53112,179208,12,2021-05-20,1
53112,179208,24,2021-09-05,0
53115,6498,1,2021-02-22,0
53115,6498,1,2021-03-09,1
53115,6498,1,2021-07-26,0
53116,6516,2,2021-01-11,1
53116,6516,11,2021-07-02,0
53116,6516,22,2021-05-23,0
53119,6498,1,2021-05-23,1
53119,6498,3,2021-10-18,0
53119,6498,7,2021-03-03,0
53120,179208,18,2021-02-01,1
53120,179208,37,2021-09-17,0
53120,179208,74,2021-10-07,0
53159,6498,1,2021-12-08,0
53159,6498,1,2021-06-13,0
53159,6498,3,2021-02-20,0
53168,179208,6,2021-01-21,0
53168,179208,12,2021-12-18,0
53168,179208,25,2021-04-19,0
53173,81204,8,2021-12-22,0
53173,81204,15,2021-05-25,1
53173,81204,30,2021-03-12,0
53174,145749,12,2021-09-09,1
53174,145749,101,2021-04-12,0
53174,145749,202,2021-08-15,1
53175,6498,1,2021-08-03,0
53175,6498,3,2021-06-08,0
53175,6498,6,2021-09-18,0
53176,27256,2,2021-09-20,0
53176,27256,8,2021-05-10,0
53176,27256,16,2021-10-20,0
53178,6498,1,2021-10-26,0
53178,6498,3,2021-11-08,0
53178,6498,6,2021-06-09,0
53182,10666,4,2021-09-28,0
53182,10666,27,2021-06-29,0
53182,10666,54,2021-12-25,0
53185,179208,43,2021-12-01,1
53185,179208,86,2021-08-06,1
53185,179208,172,2021-06-04,0
53186,6498,1,2021-09-05,0
53186,6498,2,2021-09-23,1
53186,6498,4,2021-10-29,1
53188,6498,1,2021-09-17,0
53188,6498,2,2021-04-25,0
53188,6498,4,2021-07-21,0
53189,6498,1,2021-03-13,0
53189,6498,3,2021-01-06,0
53189,6498,6,2021-02-08,0
53190,27256,1,2021-04-11,0
53190,27256,3,2021-02-01,0
53190,27256,6,2021-07-31,0
53196,179208,13,2021-07-15,0
53196,179208,40,2021-12-13,0
53196,179208,80,2021-10-18,1
53199,6516,2,2021-10-08,0
53199,6516,15,2021-06-03,0
53199,6516,30,2021-04-10,0
53200,20470,2,2021-07-09,0
53200,20470,17,2021-02-28,0
53200,20470,34,2021-11-03,0
53201,7168,3,2021-06-03,0
53201,7168,17,2021-08-20,0
53201,7168,34,2021-07-07,0
53202,6516,3,2021-08-26,0
53202,6516,15,2021-12-24,0
53202,6516,30,2021-11-19,1
53210,6498,1,2021-02-23,0
53210,6498,1,2021-08-23,0
53210,6498,3,2021-02-13,0
53211,9195,4,2021-07-05,0
53211,9195,20,2021-01-13,0
53211,9195,40,2021-06-07,1
53214,179208,14,2021-01-23,1
53214,179208,43,2021-09-25,0
53214,179208,86,2021-06-25,0
53215,109155,26,2021-12-27,0
53215,109155,183,2021-01-21,0
53215,109155,366,2021-11-02,1
53217,6498,2,2021-11-02,1
53217,6498,4,2021-04-05,0
53217,6498,8,2021-01-14,0
53224,52115,3,2021-03-24,0
53224,52115,6,2021-03-23,1
53224,52115,12,2021-07-31,0
53225,52115,3,2021-02-03,0
53225,52115,6,2021-09-28,0
53225,52115,12,2021-03-10,1
53227,179208,6,2021-03-11,0
53227,179208,13,2021-06-27,0
53227,179208,27,2021-08-17,0
53228,13140,2,2021-03-22,1
53228,13140,5,2021-07-20,0
53228,13140,10,2021-03-18,0
53231,179208,31,2021-06-03,0
53231,179208,94,2021-04-14,0
53231,179208,188,2021-02-05,0
53232,179208,27,2021-05-10,0
53232,179208,55,2021-03-14,0
53232,179208,110,2021-10-23,0
53233,179208,22,2021-01-07,0
53233,179208,44,2021-06-05,0
53233,179208,88,2021-04-04,0
53234,8416,2,2021-06-27,0
53234,8416,14,2021-04-12,0
53234,8416,28,2021-04-04,0
53238,179208,10,2021-01-18,1
53238,179208,19,2021-06-16,0
53238,179208,38,2021-06-09,0
53240,179208,14,2021-08-22,1
53240,179208,42,2021-12-16,1
53240,179208,84,2021-06-17,0
53242,27256,2,2021-07-17,0
53242,27256,5,2021-12-07,1
53242,27256,10,2021-10-06,1
53251,6498,3,2021-07-12,0
53251,6498,6,2021-06-14,0
53251,6498,12,2021-12-09,0
53252,12881,2,2021-09-24,0
53252,12881,4,2021-05-09,0
53252,12881,9,2021-10-01,1
53258,6498,1,2021-09-12,1
53258,6498,3,2021-12-01,0
53258,6498,6,2021-05-29,1
53278,179208,13,2021-10-28,0
53278,179208,40,2021-04-18,0
53278,179208,80,2021-08-31,0
53284,8493,2,2021-11-26,0
53284,8493,4,2021-10-21,0
53284,8493,9,2021-08-18,0
53288,52115,3,2021-09-22,0
53288,52115,6,2021-01-22,0
53288,52115,13,2021-05-27,0
53296,6498,2,2021-10-11,0
53296,6498,5,2021-01-05,0
53296,6498,10,2021-07-19,1
53306,8416,3,2021-01-19,0
53306,8416,20,2021-11-06,0
53306,8416,40,2021-01-09,0
53308,179208,5,2021-05-09,0
53308,179208,10,2021-02-26,0
53308,179208,20,2021-12-17,0
