order,gt
date294 item18 8493 1 8,machine09 8
date082 item4307 179208 1 9,machine10 9
date042 item448 77242 1 14,machine09 10 • machine23 4
date337 item2527 6498 0 4,machine21 4
date045 item3764 27256 0 6,machine21 4 • machine23 2
date311 item4298 22344 0 27,machine08 7 • machine09 4 • machine21 1 • machine30 3 • machine32 2 • machine33 9
date091 item1860 179208 1 13,machine05 3 • machine32 10
date362 item2680 13583 0 4,machine09 1 • machine10 1 • machine14 1 • machine30 1
date086 item1480 6498 0 4,machine10 3 • machine28 1
date327 item916 6498 1 4,machine08 1 • machine21 3
date025 item2260 8493 1 16,machine21 5 • machine23 11
date253 item5982 29252 1 4,machine01 2 • machine21 2
date205 item3162 6498 1 1,machine28 1
date107 item5937 10156 0 14,machine08 3 • machine09 2 • machine21 1 • machine22 2 • machine28 2 • machine29 1 • machine30 2 • machine31 2
date055 item1216 95463 0 10,machine04 2 • machine05 2 • machine08 1 • machine14 2 • machine21 1 • machine31 2
date246 item1053 179208 0 10,machine04 2 • machine21 8
date187 item5868 109083 0 7,machine32 3 • machine33 1 • machine34 4
date285 item02 6498 0 6,machine08 6
date128 item767 8065 0 2,machine30 2
date195 item1371 18691 0 2,machine31 2
date111 item470 6516 0 18,machine08 5 • machine10 4 • machine21 8
date061 item2012 77242 1 7,machine09 3 • machine23 4
date312 item5032 81204 1 8,machine32 3 • machine33 5
date199 item2084 179208 0 46,machine05 46
date164 item665 6332 1 3,machine21 1 • machine28 1 • machine30 1
date113 item485 8493 1 2,machine08 2
date342 item4779 15015 0 5,machine23 2 • machine29 1 • machine30 1 • machine35 2
date030 item5250 179208 0 13,machine06 3 • machine32 6 • machine33 4
date209 item609 13583 0 21,machine11 4 • machine14 2 • machine15 4 • machine28 6 • machine29 5
date243 item1388 73747 0 6,machine04 1 • machine23 1 • machine35 5
date225 item3048 6498 0 1,machine21 1
date175 item4557 77242 0 3,machine10 3
date053 item803 14698 0 21,machine08 4 • machine09 6 • machine15 8 • machine29 3
date281 item5481 6498 0 5,machine21 5
date110 item2897 18691 1 18,machine09 9 • machine20 9
date068 item6456 179208 0 42,machine02 42
date065 item1051 71585 0 8,machine04 2 • machine07 1 • machine10 1 • machine14 2 • machine21 2 • machine31 1
date334 item652 104092 0 129,machine04 17 • machine05 40 • machine06 37 • machine19 2 • machine32 34
date120 item5421 14901 0 5,machine08 2 • machine09 1 • machine21 1
date132 item108 6498 0 1,machine08 1
date112 item4283 179208 1 16,machine04 16
date363 item2029 103554 1 4,machine23 4
date324 item1737 179208 0 29,machine20 29
date260 item2621 179208 0 22,machine01 22
date127 item6267 6332 0 18,machine09 6 • machine23 5 • machine31 3 • machine35 4
date292 item3599 179208 0 230,machine05 230
date009 item5234 17118 1 5,machine08 1 • machine09 1 • machine14 1 • machine21 1 • machine23 1 • machine28 1
date023 item6450 100388 0 426,machine03 27 • machine04 9 • machine05 31 • machine06 14 • machine07 11 • machine08 20 • machine09 20 • machine10 9 • machine14 11 • machine16 40 • machine17 23 • machine20 32 • machine21 4 • machine23 11 • machine31 50 • machine32 24 • machine33 10 • machine34 46 • machine35 34
date198 item1612 11941 1 44,machine04 1 • machine08 1 • machine09 6 • machine10 6 • machine21 5 • machine22 4 • machine23 1 • machine28 5 • machine29 4 • machine30 3 • machine31 5 • machine35 3
date060 item1728 7600 0 2,machine08 2
date341 item2596 103554 0 9,machine23 9
date133 item2799 27256 1 12,machine08 5 • machine21 4 • machine28 3
date240 item5366 6498 0 1,machine08 1
date119 item2472 179208 1 66,machine10 66
date079 item2798 52115 0 5,machine14 1 • machine33 4
date154 item2953 18691 0 10,machine21 10
date328 item2510 6498 0 1,machine21 1
date314 item5473 12881 0 9,machine23 9
date169 item4095 6498 1 3,machine21 1 • machine22 2
date320 item1271 6557 0 27,machine08 3 • machine09 4 • machine10 3 • machine21 2 • machine22 1 • machine23 5 • machine28 2 • machine29 4 • machine30 2 • machine34 2
date245 item5901 6498 0 1,machine21 1
date097 item1017 27256 0 3,machine29 2
date341 item4733 52115 0 11,machine07 7 • machine35 4
date326 item729 28523 0 170,machine01 14 • machine05 28 • machine10 4 • machine14 26 • machine18 17 • machine19 14 • machine20 19 • machine32 22 • machine33 26
date174 item4082 52115 0 11,machine08 3 • machine30 8
date132 item3068 6498 0 1,machine21 1
date050 item2326 179208 0 26,machine20 15 • machine32 11
date145 item3632 6498 1 1,machine22 1
date259 item3568 6498 0 1,machine21 1
date316 item6190 86821 0 7,machine07 7
date334 item790 22142 0 5,machine08 1 • machine09 2 • machine14 1 • machine21 1
date028 item4913 179208 0 17,machine01 13 • machine28 4
date234 item2951 6498 0 5,machine21 5
date151 item916 6498 0 8,machine08 2 • machine21 6
date191 item4956 41210 1 6,machine07 1 • machine09 1 • machine23 1 • machine32 2 • machine33 1
date297 item6223 40311 0 9,machine22 1 • machine28 4 • machine34 3
date246 item4155 179208 0 28,machine05 28
date050 item3546 52115 0 5,machine08 5
date119 item3058 24360 0 42,machine08 16 • machine21 12 • machine32 1 • machine33 13
date135 item4966 6498 0 3,machine09 3
date325 item2859 86821 0 7,machine21 7
date040 item4335 179208 1 56,machine03 19 • machine06 17 • machine19 21
date257 item3266 32000 0 12,machine08 3 • machine21 5 • machine23 5
date254 item4043 179208 0 50,machine05 8 • machine20 15 • machine32 27
date123 item2330 179208 0 22,machine32 22
date177 item2830 179208 0 6,machine21 6
date156 item510 6498 0 6,machine22 6
date115 item737 14698 0 21,machine09 1 • machine14 8 • machine28 1 • machine30 11
date280 item1220 8416 1 18,machine08 1 • machine09 4 • machine21 1 • machine22 4 • machine28 2 • machine29 5
date128 item3005 6498 1 1,machine21 1
date031 item3769 6498 1 4,machine21 1 • machine28 3
date035 item1417 40311 0 110,machine04 5 • machine08 26 • machine09 3 • machine14 29 • machine20 28 • machine34 18
date246 item6476 145749 1 83,machine07 11 • machine09 11 • machine10 13 • machine14 13 • machine21 3 • machine23 9 • machine33 9 • machine35 15
date315 item5764 11094 0 4,machine10 1 • machine21 1 • machine22 1 • machine28 1
date276 item5474 104092 0 23,machine03 6 • machine06 6 • machine17 4 • machine19 4 • machine32 3
date015 item5737 6498 0 3,machine08 2 • machine09 1
date159 item5682 179208 0 45,machine04 27 • machine08 18
date111 item4328 33640 0 13,machine08 5 • machine22 5 • machine28 2
date082 item3415 6498 0 1,machine08 1
date343 item151 179208 0 22,machine17 22
date249 item1483 6498 0 4,machine23 4
date320 item1222 23500 0 9,machine05 1 • machine07 1 • machine09 1 • machine14 1 • machine21 1 • machine22 1 • machine28 1 • machine35 1
date356 item5041 6332 0 26,machine08 9 • machine09 10 • machine21 5 • machine23 2
date323 item5862 27256 0 1,nan
date197 item3810 18691 0 2,machine08 2
date316 item4653 8065 0 4,machine28 4
date173 item2523 179208 0 24,machine20 24
date360 item3755 179208 1 10,machine09 3 • machine32 7
date085 item3430 6498 0 3,machine21 3
date219 item3212 6498 0 3,machine33 3
date294 item4195 6498 0 3,machine31 3
date317 item5658 73747 0 19,machine08 9 • machine09 9 • machine14 1
date043 item2859 86821 0 15,machine21 15
date190 item1656 179208 0 46,machine19 46
date319 item1730 8493 0 2,machine08 2
date034 item2053 6498 0 3,machine23 3
date095 item2850 179208 0 9,machine23 9
date286 item3789 179208 0 15,machine05 15
date285 item744 57641 1 176,machine01 30 • machine02 14 • machine03 27 • machine05 21 • machine06 18 • machine14 24 • machine16 3 • machine17 10 • machine18 2 • machine19 5 • machine20 9 • machine32 6 • machine33 6
date125 item1876 33640 0 26,machine08 17 • machine09 2 • machine23 7
date227 item1767 6498 0 3,machine08 1 • machine28 2
date054 item1297 71585 0 69,machine05 2 • machine09 10 • machine14 14 • machine21 11 • machine23 4 • machine31 17 • machine32 1 • machine34 10
date313 item5523 15015 0 6,machine04 1 • machine08 1 • machine32 3 • machine33 2
date254 item6076 6332 0 8,machine09 2 • machine12 1 • machine29 3 • machine30 2
date167 item1490 179208 0 7,machine14 7
date334 item894 26335 0 70,machine07 3 • machine08 7 • machine09 9 • machine10 2 • machine14 9 • machine21 6 • machine22 1 • machine28 8 • machine29 3 • machine30 6 • machine31 9 • machine34 9
date137 item4390 23912 0 57,machine04 11 • machine08 5 • machine09 11 • machine10 4 • machine14 9 • machine21 12 • machine22 1 • machine23 1 • machine28 2 • machine29 1 • machine30 1
date289 item5172 104092 1 343,machine02 170 • machine03 4 • machine06 8 • machine16 151 • machine19 10
date086 item6012 11094 0 4,machine08 1 • machine09 1 • machine21 1 • machine33 1 • machine35 1
date340 item5742 6498 0 3,machine21 3
date156 item177 9518 0 42,machine04 1 • machine09 2 • machine14 4 • machine15 4 • machine22 9 • machine24 6 • machine27 7 • machine28 5 • machine31 2
date177 item5314 104092 0 70,machine05 19 • machine06 11 • machine18 17 • machine20 20 • machine32 3
date055 item5185 10156 0 1,nan
date273 item1901 52115 0 6,machine23 6
date099 item1623 6498 0 3,machine08 1 • machine09 2
date175 item3968 7149 0 14,machine08 7 • machine21 7
date022 item1495 179208 0 70,machine05 46 • machine19 17 • machine20 7
date091 item5820 81204 1 16,machine28 16
date080 item5525 6498 0 1,machine22 1
date136 item3282 179208 0 41,machine32 41
date060 item1601 6332 0 5,machine10 1 • machine14 1 • machine21 2 • machine29 1
date134 item963 179208 1 72,machine06 10 • machine16 62
date167 item406 179208 0 12,machine32 8 • machine33 4
date213 item918 40772 1 7,machine04 2 • machine14 2 • machine21 2 • machine35 2
date261 item1553 15218 0 56,machine14 11 • machine21 16 • machine22 8 • machine28 17 • machine33 4
date216 item4024 109155 0 31,machine01 8 • machine02 6 • machine03 9 • machine06 1 • machine16 5 • machine17 2 • machine19 1
date127 item4722 40323 1 5,machine22 3 • machine28 2
date254 item2921 179208 0 40,machine28 40
date034 item5526 27256 1 4,machine14 2 • machine21 1 • machine34 1
date119 item1474 73747 0 6,machine08 1 • machine22 3 • machine30 2
date020 item2724 6498 0 2,machine21 2
date203 item6253 6498 1 1,machine21 1
date106 item61 6498 1 2,machine28 2
date312 item6350 27256 0 12,machine14 3 • machine22 3 • machine35 6
date310 item1682 52115 0 6,machine32 3 • machine33 3
date308 item2706 12881 0 4,machine08 4
date294 item6544 8416 1 40,machine09 5 • machine21 7 • machine22 10 • machine30 7 • machine31 5 • machine35 6
date303 item2119 11000 0 10,machine08 7 • machine09 3
date332 item203 15218 0 31,machine04 9 • machine07 14 • machine10 8 • machine34 1
date023 item5235 8416 0 36,machine07 1 • machine08 5 • machine09 6 • machine10 8 • machine14 7 • machine21 9
date343 item3457 18563 0 46,machine04 4 • machine08 9 • machine09 9 • machine10 3 • machine21 5 • machine23 5 • machine28 9
date290 item6547 27256 0 1,machine29 1
date210 item5958 179208 1 33,machine21 18 • machine32 6 • machine33 9
date307 item6451 24026 0 89,machine04 1 • machine07 3 • machine08 7 • machine09 10 • machine10 2 • machine14 5 • machine19 7 • machine21 6 • machine23 10 • machine28 5 • machine30 6 • machine31 13 • machine33 1 • machine34 5 • machine35 7
date252 item322 6332 0 1,machine07 1
date297 item1653 52115 0 5,machine08 5
date074 item1983 179208 0 74,machine08 40 • machine23 15 • machine29 19
date169 item6557 6516 0 2,machine28 1 • machine30 1
date011 item5656 14901 0 54,machine09 14 • machine10 5 • machine21 2 • machine28 17 • machine30 17
date065 item803 14698 0 5,machine08 1 • machine09 2 • machine15 1 • machine29 1
date364 item6305 6498 0 1,machine30 1
date270 item4088 6498 1 2,machine21 2
date187 item1413 102669 1 8,machine04 2 • machine05 3 • machine20 3
date211 item2090 179208 0 15,machine29 15
date341 item6462 6516 0 13,machine08 1 • machine09 1 • machine10 8 • machine21 1 • machine23 2
date268 item6598 6332 0 12,machine10 5 • machine15 1 • machine31 2 • machine34 4
date206 item3694 6332 0 20,machine21 3 • machine22 2 • machine23 8 • machine28 6
date318 item4571 179208 1 25,machine03 25
date313 item4033 179208 0 11,machine05 11
date239 item2975 6498 0 2,machine21 2
date125 item3446 179208 1 12,machine32 12
date293 item4714 179208 1 110,machine05 67 • machine06 22 • machine19 22
date146 item3077 6498 0 1,machine30 1
date359 item890 179208 0 26,machine32 26
date162 item3896 52115 0 12,machine28 11 • machine29 1
date093 item3404 6498 1 2,machine21 2
date042 item407 105576 0 186,machine08 35 • machine10 41 • machine14 29 • machine16 9 • machine21 6 • machine29 44 • machine32 1 • machine33 21
date166 item2778 6498 0 2,machine10 1 • machine28 1
date169 item4179 103554 0 9,machine14 9
date343 item684 11941 0 1,nan
date046 item1914 6498 0 2,machine08 2
date204 item5617 179208 0 172,machine03 90 • machine19 82
date316 item2432 77242 0 26,machine10 14 • machine28 12
date020 item5692 106952 1 132,machine04 12 • machine08 14 • machine10 79 • machine20 27
date093 item5877 20470 1 18,machine08 4 • machine09 2 • machine14 4 • machine21 2 • machine25 4 • machine28 2
date365 item657 12240 0 66,machine04 9 • machine08 4 • machine09 2 • machine14 11 • machine23 4 • machine29 9 • machine31 11 • machine34 5 • machine35 13
date182 item1928 179208 0 30,machine05 21 • machine32 9
date271 item997 145749 0 286,machine01 59 • machine02 8 • machine03 53 • machine06 44 • machine09 47 • machine16 32 • machine17 15 • machine19 28
date009 item6378 6498 0 2,machine21 2
date140 item5500 6332 0 24,machine08 8 • machine09 4 • machine14 6 • machine21 7
date186 item4823 11455 0 128,machine08 21 • machine09 23 • machine10 9 • machine14 22 • machine21 8 • machine22 7 • machine23 10 • machine29 5 • machine32 23
date011 item3741 7149 1 1,machine09 1
date334 item3096 179208 0 30,machine10 6 • machine23 9 • machine28 15
date210 item4783 86821 0 3,machine10 3
date054 item5631 8493 1 9,machine07 3 • machine21 6
date072 item4728 179208 0 16,machine10 16
date340 item3659 80627 1 69,machine04 7 • machine08 8 • machine09 11 • machine10 7 • machine14 3 • machine20 11 • machine28 11 • machine33 10
date322 item6551 6498 0 3,machine25 3
date286 item3612 6498 0 1,machine21 1
date131 item2165 6498 0 1,machine21 1
date363 item3275 6498 0 6,machine08 2 • machine23 4
date152 item2149 52115 1 10,machine23 10
date094 item4923 41077 0 38,machine01 10 • machine05 7 • machine08 6 • machine20 11 • machine28 4
date157 item4500 113012 0 29,machine04 3 • machine09 6 • machine14 19
date276 item6028 179208 0 14,machine14 14
date049 item5079 106952 0 44,machine01 6 • machine03 9 • machine06 12 • machine19 18
