order,gt
"• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362
• date019 item1472 100388 1 362","• item1472 machine04 date019 13
• item1472 machine05 date019 42
• item1472 machine07 date019 12
• item1472 machine08 date019 21
• item1472 machine09 date019 31
• item1472 machine10 date019 34
• item1472 machine14 date019 13
• item1472 machine21 date019 38
• item1472 machine23 date019 32
• item1472 machine24 date019 25
• item1472 machine28 date019 29
• item1472 machine29 date019 20
• item1472 machine32 date019 7
• item1472 machine33 date019 45"
• date198 item2495 77242 0 3,• item2495 machine21 date198 3
• date343 item5872 7149 1 1,• item5872 machine24 date343 1
• date135 item347 6498 1 1,• item347 machine21 date135 1
• date249 item3814 6498 0 1,• item3814 machine30 date249 1
"• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59
• date173 item584 14481 0 59","• item584 machine04 date173 1
• item584 machine05 date173 8
• item584 machine14 date173 8
• item584 machine16 date173 9
• item584 machine21 date173 6
• item584 machine23 date173 11
• item584 machine31 date173 3
• item584 machine32 date173 3
• item584 machine35 date173 10"
• date344 item5929 6498 1 2,• item5929 machine32 date344 2
"• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67
• date118 item2215 81393 0 67","• item2215 machine04 date118 5
• item2215 machine05 date118 1
• item2215 machine08 date118 12
• item2215 machine09 date118 1
• item2215 machine23 date118 6
• item2215 machine28 date118 10
• item2215 machine29 date118 16
• item2215 machine33 date118 16"
"• date332 item2039 103554 0 9
• date332 item2039 103554 0 9","• item2039 machine04 date332 4
• item2039 machine21 date332 5"
"• date155 item2212 40311 0 9
• date155 item2212 40311 0 9
• date155 item2212 40311 0 9
• date155 item2212 40311 0 9
• date155 item2212 40311 0 9","• item2212 machine08 date155 2
• item2212 machine09 date155 2
• item2212 machine21 date155 2
• item2212 machine23 date155 2
• item2212 machine28 date155 1"
"• date312 item2641 6332 0 1
• date312 item2641 6332 0 1
• date312 item2641 6332 0 1
• date312 item2641 6332 0 1",
• date106 item350 6498 0 2,• item350 machine28 date106 2
"• date012 item5155 6332 0 8
• date012 item5155 6332 0 8
• date012 item5155 6332 0 8
• date012 item5155 6332 0 8","• item5155 machine10 date012 4
• item5155 machine21 date012 1
• item5155 machine28 date012 3"
"• date303 item646 104092 0 136
• date303 item646 104092 0 136
• date303 item646 104092 0 136
• date303 item646 104092 0 136
• date303 item646 104092 0 136
• date303 item646 104092 0 136","• item646 machine04 date303 36
• item646 machine05 date303 29
• item646 machine10 date303 1
• item646 machine20 date303 19
• item646 machine23 date303 45
• item646 machine34 date303 6"
"• date182 item578 9067 0 44
• date182 item578 9067 0 44
• date182 item578 9067 0 44
• date182 item578 9067 0 44
• date182 item578 9067 0 44
• date182 item578 9067 0 44
• date182 item578 9067 0 44","• item578 machine07 date182 15
• item578 machine08 date182 4
• item578 machine09 date182 6
• item578 machine10 date182 3
• item578 machine30 date182 2
• item578 machine31 date182 2
• item578 machine34 date182 12"
• date360 item3850 6498 0 5,• item3850 machine21 date360 5
• date281 item62 6498 0 1,• item62 machine10 date281 1
"• date242 item3495 50351 0 28
• date242 item3495 50351 0 28
• date242 item3495 50351 0 28
• date242 item3495 50351 0 28","• item3495 machine04 date242 5
• item3495 machine10 date242 1
• item3495 machine23 date242 11
• item3495 machine28 date242 11"
• date031 item3446 179208 0 25,• item3446 machine32 date031 25
"• date206 item1806 6498 0 3
• date206 item1806 6498 0 3","• item1806 machine08 date206 2
• item1806 machine09 date206 1"
"• date174 item5718 6498 0 5
• date174 item5718 6498 0 5","• item5718 machine09 date174 3
• item5718 machine28 date174 2"
"• date293 item6510 106952 0 207
• date293 item6510 106952 0 207
• date293 item6510 106952 0 207
• date293 item6510 106952 0 207","• item6510 machine02 date293 11
• item6510 machine06 date293 49
• item6510 machine16 date293 110
• item6510 machine19 date293 37"
"• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168
• date359 item932 16839 0 168","• item932 machine04 date359 15
• item932 machine07 date359 17
• item932 machine08 date359 11
• item932 machine09 date359 27
• item932 machine10 date359 6
• item932 machine14 date359 14
• item932 machine21 date359 7
• item932 machine22 date359 19
• item932 machine23 date359 3
• item932 machine28 date359 12
• item932 machine32 date359 15
• item932 machine34 date359 8
• item932 machine35 date359 14"
"• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224
• date193 item826 98424 0 224","• item826 machine05 date193 17
• item826 machine08 date193 13
• item826 machine09 date193 14
• item826 machine10 date193 34
• item826 machine14 date193 18
• item826 machine16 date193 26
• item826 machine21 date193 7
• item826 machine23 date193 2
• item826 machine28 date193 22
• item826 machine30 date193 40
• item826 machine35 date193 31"
"• date310 item264 6516 0 13
• date310 item264 6516 0 13
• date310 item264 6516 0 13
• date310 item264 6516 0 13
• date310 item264 6516 0 13","• item264 machine07 date310 3
• item264 machine08 date310 4
• item264 machine10 date310 4
• item264 machine31 date310 1
• item264 machine34 date310 2"
• date349 item6246 18691 0 5,• item6246 machine32 date349 5
• date287 item4105 6498 0 1,• item4105 machine30 date287 1
• date156 item2305 179208 0 76,• item2305 machine06 date156 76
• date029 item3327 6498 0 5,• item3327 machine08 date029 5
"• date137 item1930 39200 1 60
• date137 item1930 39200 1 60","• item1930 machine05 date137 30
• item1930 machine32 date137 30"
• date172 item4703 81204 0 8,• item4703 machine23 date172 8
"• date152 item4435 109155 0 234
• date152 item4435 109155 0 234
• date152 item4435 109155 0 234
• date152 item4435 109155 0 234
• date152 item4435 109155 0 234
• date152 item4435 109155 0 234
• date152 item4435 109155 0 234","• item4435 machine01 date152 35
• item4435 machine03 date152 48
• item4435 machine05 date152 6
• item4435 machine06 date152 8
• item4435 machine16 date152 69
• item4435 machine19 date152 49
• item4435 machine20 date152 19"
"• date298 item6371 104092 0 15
• date298 item6371 104092 0 15
• date298 item6371 104092 0 15
• date298 item6371 104092 0 15
• date298 item6371 104092 0 15
• date298 item6371 104092 0 15","• item6371 machine01 date298 1
• item6371 machine05 date298 3
• item6371 machine06 date298 1
• item6371 machine17 date298 4
• item6371 machine19 date298 3
• item6371 machine32 date298 4"
• date296 item2506 179208 1 16,• item2506 machine06 date296 16
"• date228 item3155 13140 0 20
• date228 item3155 13140 0 20","• item3155 machine08 date228 10
• item3155 machine21 date228 10"
"• date083 item3009 8065 0 4
• date083 item3009 8065 0 4","• item3009 machine08 date083 3
• item3009 machine21 date083 1"
• date058 item80 6498 0 1,• item80 machine22 date058 1
• date122 item3046 52115 0 11,• item3046 machine10 date122 11
"• date342 item2849 179208 0 66
• date342 item2849 179208 0 66","• item2849 machine06 date342 60
• item2849 machine20 date342 6"
• date332 item1664 179208 0 11,• item1664 machine33 date332 11
"• date072 item5882 8416 1 46
• date072 item5882 8416 1 46
• date072 item5882 8416 1 46
• date072 item5882 8416 1 46
• date072 item5882 8416 1 46
• date072 item5882 8416 1 46
• date072 item5882 8416 1 46","• item5882 machine08 date072 9
• item5882 machine14 date072 4
• item5882 machine22 date072 13
• item5882 machine30 date072 9
• item5882 machine34 date072 3
• item5882 machine35 date072 8"
"• date006 item2441 179208 0 47
• date006 item2441 179208 0 47
• date006 item2441 179208 0 47","• item2441 machine03 date006 5
• item2441 machine32 date006 25
• item2441 machine33 date006 16"
"• date210 item5421 14901 0 31
• date210 item5421 14901 0 31
• date210 item5421 14901 0 31
• date210 item5421 14901 0 31
• date210 item5421 14901 0 31
• date210 item5421 14901 0 31","• item5421 machine08 date210 2
• item5421 machine09 date210 8
• item5421 machine21 date210 1
• item5421 machine22 date210 8
• item5421 machine32 date210 5
• item5421 machine33 date210 8"
"• date198 item4401 179208 0 20
• date198 item4401 179208 0 20
• date198 item4401 179208 0 20","• item4401 machine19 date198 1
• item4401 machine20 date198 10
• item4401 machine32 date198 9"
"• date052 item3696 28824 0 20
• date052 item3696 28824 0 20
• date052 item3696 28824 0 20","• item3696 machine08 date052 5
• item3696 machine30 date052 8
• item3696 machine31 date052 7"
"• date043 item1577 109155 0 73
• date043 item1577 109155 0 73
• date043 item1577 109155 0 73
• date043 item1577 109155 0 73
• date043 item1577 109155 0 73
• date043 item1577 109155 0 73
• date043 item1577 109155 0 73","• item1577 machine01 date043 15
• item1577 machine03 date043 14
• item1577 machine05 date043 16
• item1577 machine19 date043 2
• item1577 machine20 date043 20
• item1577 machine32 date043 2
• item1577 machine33 date043 4"
"• date026 item6291 6498 0 4
• date026 item6291 6498 0 4","• item6291 machine21 date026 1
• item6291 machine22 date026 3"
"• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7
• date116 item5980 29756 0 7","• item5980 machine04 date116 1
• item5980 machine14 date116 1
• item5980 machine20 date116 1
• item5980 machine23 date116 1
• item5980 machine31 date116 1
• item5980 machine34 date116 1"
"• date331 item825 34128 0 8
• date331 item825 34128 0 8
• date331 item825 34128 0 8
• date331 item825 34128 0 8","• item825 machine01 date331 2
• item825 machine05 date331 2
• item825 machine20 date331 1
• item825 machine32 date331 4"
"• date090 item4192 179208 0 24
• date090 item4192 179208 0 24","• item4192 machine05 date090 3
• item4192 machine06 date090 21"
"• date116 item1500 6516 0 2
• date116 item1500 6516 0 2
• date116 item1500 6516 0 2
• date116 item1500 6516 0 2
• date116 item1500 6516 0 2","• item1500 machine09 date116 1
• item1500 machine10 date116 1"
"• date314 item4339 6498 0 10
• date314 item4339 6498 0 10","• item4339 machine09 date314 5
• item4339 machine31 date314 5"
"• date355 item73 15218 0 6
• date355 item73 15218 0 6
• date355 item73 15218 0 6
• date355 item73 15218 0 6
• date355 item73 15218 0 6","• item73 machine07 date355 2
• item73 machine28 date355 2
• item73 machine34 date355 2"
"• date288 item3587 179208 0 69
• date288 item3587 179208 0 69
• date288 item3587 179208 0 69","• item3587 machine06 date288 41
• item3587 machine16 date288 20
• item3587 machine19 date288 7"
"• date104 item4442 179208 0 34
• date104 item4442 179208 0 34
• date104 item4442 179208 0 34","• item4442 machine21 date104 4
• item4442 machine23 date104 21
• item4442 machine28 date104 9"
• date289 item5944 8065 0 4,• item5944 machine12 date289 4
"• date256 item1286 12881 0 4
• date256 item1286 12881 0 4","• item1286 machine21 date256 2
• item1286 machine30 date256 2"
"• date132 item5269 179208 0 68
• date132 item5269 179208 0 68","• item5269 machine03 date132 35
• item5269 machine05 date132 33"
"• date284 item6099 6498 0 2
• date284 item6099 6498 0 2","• item6099 machine09 date284 1
• item6099 machine28 date284 1"
"• date057 item159 13140 0 20
• date057 item159 13140 0 20","• item159 machine09 date057 13
• item159 machine23 date057 7"
• date298 item1721 6498 1 3,• item1721 machine08 date298 3
• date158 item3799 179208 0 10,• item3799 machine28 date158 10
"• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32
• date054 item1260 20470 1 32","• item1260 machine08 date054 1
• item1260 machine09 date054 6
• item1260 machine10 date054 4
• item1260 machine14 date054 1
• item1260 machine21 date054 5
• item1260 machine22 date054 6
• item1260 machine28 date054 7
• item1260 machine29 date054 1"
